Timestamp,Parking_Spot_ID,Sensor_Reading_Proximity,Sensor_Reading_Pressure,Vehicle_Type_Weight,Vehicle_Type_Height,User_Type,Weather_Temperature,Weather_Precipitation,Nearby_Traffic_Level,Entry_Time,Exit_Time,Electric_Vehicle,Reserved_Status,Occupancy_Rate,Payment_Amount,Parking_Lot_Section,Payment_Status,Occupancy_Status,Vehicle_Type,Parking_Violation,Sensor_Reading_Ultrasonic,Parking_Duration,Environmental_Noise_Level,Dynamic_Pricing_Factor,Spot_Size,Proximity_To_Exit,User_Parking_History
2021-01-13 18:32:47.567567567,2,1.2500656455306116,0.7076597997674787,2091.7626530369425,5.839663864431189,Visitor,11.354085552482898,0,Low,14,15,0,0,0.3171730094227865,12.775055852148594,Zone A,Paid,Vacant,Car,0,121.0063481207396,2,61.17196164341796,0.8,Oversized,49.38099987982095,5.94646614978473
2021-01-15 01:12:04.324324324,50,21.977792087026646,2.1454265463264273,1084.2036172803005,3.6424824601580648,Registered,29.764586912447555,0,Low,2,20,1,1,0.1876220487689337,4.748646518945145,Zone A,Unpaid,Occupied,Car,0,101.58356925949946,4,49.882568479784354,0.8,Oversized,11.410022909543189,6.824294054032918
2021-01-16 07:51:21.081081081,43,14.417318936602072,5.833436822634812,1651.6767725507625,4.09932861748752,Registered,19.69451245997066,1,Low,10,21,0,0,0.19411155245459646,0.805836392278766,Zone A,Paid,Occupied,Motorcycle,0,111.74226897311283,1,48.67905023043752,0.8,Standard,5.516453584936292,2.910762413819591
2021-01-17 14:30:37.837837837,11,0.20112550602689544,1.0303768149943262,1946.7339324984869,4.035799928576755,Registered,16.25600101989973,0,Low,2,11,0,0,0.4438276047983579,0.1217179840152656,Zone A,Paid,Occupied,Car,0,77.80939285888164,0,53.39507768372794,0.8,Standard,11.31149865812761,4.470807268565649
2021-01-18 21:09:54.594594594,10,6.1136578159786445,4.688510710996042,2181.434923626839,6.08005605913931,Visitor,22.08400787241557,0,Medium,9,22,0,1,0.19995315795620902,3.3989782650672904,Zone C,Paid,Occupied,Car,0,64.69757829561539,3,66.35500297223498,1.0,Standard,7.374753823837262,6.825909240613836
2021-01-20 03:49:11.351351351,10,12.967917787376278,3.2421517007716,1378.6807730448115,5.942788514140076,Registered,25.835603940016487,0,Low,17,12,0,0,0.2190782166390574,0.09265062026591767,Zone C,Paid,Vacant,Motorcycle,0,90.47044317691889,3,43.94814722469532,1.0,Standard,1.1837998177393012,5.636491275974933
2021-01-21 10:28:28.108108108,16,0.9957641269392501,1.773631221756119,1647.42883581606,5.487305237044994,Registered,19.88474721957267,0,Low,0,8,1,0,0.27095287403753343,2.614590817038624,Zone D,Paid,Occupied,Car,0,71.48412258506168,6,60.39424995258682,1.0,Compact,15.889752322821076,5.211408677432886
2021-01-22 17:07:44.864864864,27,4.196014588229511,1.6484219206284407,1670.928107159594,6.071929865211797,Registered,26.39287583969687,0,Low,15,16,0,0,0.30430918730473094,5.43866752972202,Zone B,Paid,Vacant,Car,0,57.66036478303383,2,41.824137883370184,0.8,Oversized,8.309748294692277,3.448662401730748
2021-01-23 23:47:01.621621621,23,12.354326320627651,1.338277687880952,1558.6445194659873,4.120717217588012,Registered,25.41499969258434,0,Low,15,19,0,0,0.05521369227753374,1.2944349127542223,Zone A,Overdue,Occupied,Car,0,106.034953634831,4,50.438291476853074,0.8,Standard,15.888785023246413,7.330942841538585
2021-01-25 06:26:18.378378378,15,0.17267761772105905,3.4951397540180107,1470.3464396282081,5.34859511986098,Registered,14.618094062989709,1,Medium,9,11,1,0,0.21624185958007527,1.1012491164623948,Zone A,Paid,Vacant,Motorcycle,0,64.61277197326713,2,42.052243308314615,0.8,Standard,1.683144444718365,7.302560550142864
2021-01-26 13:05:35.135135135,32,5.977052284464427,3.8099730547861372,1630.7926168500137,4.874825571616836,Registered,16.631049471702617,1,Low,0,4,0,0,0.05105229024388399,22.67579363095358,Zone A,Unpaid,Occupied,Car,0,118.98991310561468,1,46.28687985347036,1.2,Standard,7.729637535388731,7.084417613069435
2021-01-27 19:44:51.891891892,8,1.7644748237260641,2.4726409511746446,740.3261744340944,5.846882103884914,Visitor,24.787685816398838,0,Medium,3,23,0,1,0.11393632634739781,8.80610000682741,Zone A,Paid,Occupied,Car,0,128.8237113361184,5,43.21453938191701,0.8,Standard,14.55105558594477,5.584075954000155
2021-01-29 02:24:08.648648648,15,12.911243356778378,1.2606913508722177,1704.6208470187894,4.8847757674478025,Visitor,6.43693718094781,0,Low,2,11,1,0,0.21124391565946946,27.250288271167772,Zone B,Paid,Vacant,Car,0,71.14020542475087,4,56.98217550803749,0.8,Compact,44.48556905777294,5.02020910211186
2021-01-30 09:03:25.405405405,19,17.712349613111268,4.5923561067041545,1537.85337109859,4.615057111589919,Visitor,19.252721534175055,0,Low,4,0,0,0,0.3306023200701377,4.243821582356716,Zone B,Unpaid,Occupied,Car,0,105.7733123309192,1,45.027558604507476,0.8,Standard,21.57595762340255,7.248264772464172
2021-01-31 15:42:42.162162162,24,14.435868406204872,6.25439443525262,1433.2575309665203,5.54090851856099,Registered,12.845843991876642,0,Medium,11,19,0,0,0.28599354649519837,11.305517788468054,Zone A,Unpaid,Occupied,Motorcycle,0,137.15868290722887,2,55.30207014105081,1.2,Compact,19.9767449060445,6.873600966041793
2021-02-01 22:21:58.918918919,41,3.2143070259922912,5.201169548211521,2114.0586587158673,5.876169167191232,Registered,17.617230992832376,0,Medium,11,15,0,0,0.05622644969889527,2.2902540885026346,Zone A,Paid,Occupied,Motorcycle,1,90.56041124405255,5,44.731710273747936,1.0,Standard,2.843013111991767,3.2145873692291382
2021-02-03 05:01:15.675675675,11,9.904053533676791,11.96771210979425,1297.5197943628343,4.331654805153199,Registered,18.50589955485398,0,Low,12,11,0,0,0.47729448704370453,9.632259503793914,Zone A,Paid,Occupied,Car,0,112.21692911751659,1,49.944616457866445,0.8,Standard,18.200638970881105,5.6326954116930175
2021-02-04 11:40:32.432432432,27,9.307136366495394,2.8830464509721194,1379.0772032804907,4.938924328647624,Registered,18.20877811046246,1,Medium,23,8,0,1,0.19879907714284992,1.3878600826529297,Zone A,Paid,Vacant,Car,0,147.85807016128734,3,64.57598478471245,0.8,Standard,1.8546402222203338,6.316102851610555
2021-02-05 18:19:49.189189189,31,1.9217026075976718,8.292558048253936,2097.46599066142,3.941559366358347,Visitor,17.238693739436957,0,Low,11,12,0,0,0.3346154179043382,0.02082806713073223,Zone A,Paid,Vacant,Car,1,66.45702245001131,5,42.54508730680485,1.2,Standard,2.2078092520015864,3.6537936763017362
2021-02-07 00:59:05.945945946,3,8.827987706973266,1.928175194589941,1250.381608545043,2.5019389825070606,Registered,14.514281751855929,0,Medium,15,16,0,1,0.1463059665156274,26.813858956677215,Zone C,Paid,Occupied,Car,1,79.6143176998026,2,42.73471731606286,0.8,Compact,1.166649976053227,6.806880556802462
2021-02-08 07:38:22.702702702,31,0.18854897634454862,1.6663453142456666,1334.9654151190384,5.200459631413729,Registered,31.45955633409343,0,Medium,12,16,0,0,0.3152610306849136,8.094436680709494,Zone A,Unpaid,Occupied,Car,0,111.281821987628,2,47.53791523164513,1.0,Compact,19.49090917336056,6.435312580659296
2021-02-09 14:17:39.459459459,9,4.535043201439034,3.660204647257573,1455.892372970745,5.608905356254632,Visitor,29.337310020806754,1,Medium,4,3,1,0,0.5123492200305838,26.164833294059363,Zone C,Paid,Vacant,Car,0,143.44877243117656,3,49.82418551361766,1.0,Compact,1.1457449703375,4.167389450842895
2021-02-10 20:56:56.216216216,4,1.3068812059864285,9.534016895813087,1752.2203446388648,5.2620668090867255,Staff,14.189670898718585,0,High,23,13,0,0,0.2780673788599246,4.062126730183031,Zone A,Paid,Vacant,Car,0,85.77566333104063,2,56.20804180019578,0.8,Standard,1.4862934353224184,2.2864219432474444
2021-02-12 03:36:12.972972973,49,0.6423888373582203,2.6352233226692294,1562.340752205994,3.050438282245633,Registered,27.910583756517838,0,Low,3,18,0,0,0.15751119537879968,3.9717863965975395,Zone A,Paid,Vacant,Car,0,148.7146371888378,3,50.429848930923555,0.8,Compact,2.822132538476192,6.172481687985064
2021-02-13 10:15:29.729729729,50,0.40037671652191376,0.7070673417439448,1112.2123958543211,4.649150569923526,Registered,18.002672547635736,0,Medium,20,6,0,0,0.1425346737889799,5.1191788969301015,Zone C,Paid,Vacant,Motorcycle,0,102.63912294792492,2,52.451970901818385,0.8,Standard,8.5018096716304,8.929224499783077
2021-02-14 16:54:46.486486486,42,5.958389748441185,6.172952071304558,1340.3494310618432,2.7816522399489187,Registered,20.64593736665855,0,Low,14,2,0,0,0.2284727323906531,12.243149225789677,Zone B,Paid,Occupied,Motorcycle,0,60.6548867239838,4,38.45672500637728,1.2,Standard,21.217662088173146,5.510798216109856
2021-02-15 23:34:03.243243243,16,2.0766300653428353,3.136370582513636,1317.7936700363366,6.369701107654185,Registered,19.68363020051542,0,Low,11,0,0,0,0.27690742329652135,8.342699070101288,Zone A,Paid,Occupied,Car,0,131.80963252145716,3,53.01568528586365,1.0,Standard,5.416769274498322,6.282766354806407
2021-02-17 06:13:20.000000000,5,6.450682186101888,4.165742179670989,1476.8336864330863,3.913945417881914,Registered,16.70125679373017,0,Low,18,11,0,0,0.08575462345408377,25.95010491907969,Zone C,Unpaid,Occupied,Car,0,90.72752290780002,4,53.28300882380092,1.2,Standard,7.902881234106388,2.6693296728132965
2021-02-18 12:52:36.756756756,35,0.33794967744737164,1.744630399381627,1627.7530975889488,6.255403609459896,Registered,24.919261718030732,0,Low,20,14,0,0,0.17656126281407047,0.257701165500699,Zone A,Paid,Occupied,Motorcycle,1,108.97050557184079,5,56.71600215223434,1.0,Compact,1.821088593643603,4.904420734426634
2021-02-19 19:31:53.513513513,23,1.893801907088391,3.634433118665514,1625.4617267663916,5.945869643684146,Staff,20.62943265288329,0,Medium,18,10,0,0,0.5280604060827006,12.316727224027357,Zone A,Unpaid,Vacant,Electric Vehicle,0,66.81660624933457,3,46.71648078094073,1.2,Standard,3.0917248728136144,4.7770779848364375
2021-02-21 02:11:10.270270270,7,3.8771175720002478,0.8280967810296487,967.1964737854794,4.099409647463938,Registered,17.617242883903792,0,Low,20,9,0,0,0.1945413159564688,4.009667748467677,Zone C,Paid,Vacant,Car,0,84.93496830681917,1,49.93265854237629,1.2,Standard,1.4378464948157734,3.2271702566531424
2021-02-22 08:50:27.027027027,26,7.820486666689938,10.886855623313703,1819.1822962682568,3.867215048732255,Registered,13.477052780997637,0,Low,10,1,0,0,0.03137966560534934,1.9873592056933305,Zone C,Overdue,Vacant,Motorcycle,1,70.06256153518643,1,57.06356762395288,0.8,Standard,5.274952004689241,5.879571026276885
2021-02-23 15:29:43.783783784,2,1.9191480352007948,6.971963479159116,1575.770653798987,5.350370216386338,Registered,15.532024931404397,0,Low,20,3,0,0,0.1394595720655908,7.1415760689282015,Zone A,Overdue,Occupied,Motorcycle,0,67.94012874578581,2,39.41358029214534,0.8,Standard,8.924171342879351,5.802786792232279
2021-02-24 22:09:00.540540540,47,4.916045432010813,3.511623014924243,1915.3596142781719,4.155675962816929,Registered,11.793099421989515,0,Low,5,16,0,0,0.2462714108251806,7.033263816454989,Zone A,Unpaid,Vacant,Car,0,101.96079195906835,3,32.050200982766775,1.0,Standard,3.341023889765407,4.411714860849448
2021-02-26 04:48:17.297297297,14,10.856808293621349,6.055583841971271,1633.2594981872016,5.102484642158208,Visitor,20.061117742075847,1,High,8,16,0,0,0.177797786867308,1.4735336745710939,Zone C,Unpaid,Occupied,Car,0,111.3355493763109,5,38.91051047295672,1.0,Standard,18.707757650786295,4.974531687805967
2021-02-27 11:27:34.054054054,34,4.783782545360431,1.932506220076297,1830.3968873207286,4.517172409193082,Registered,14.01667203857802,0,Low,0,7,0,0,0.3994584897869793,2.2551643454226666,Zone A,Paid,Occupied,Car,0,89.06483703975893,2,43.606801702074684,0.8,Compact,39.75940439833851,9.105896878919953
2021-02-28 18:06:50.810810810,16,1.3260782148292474,6.762584408660469,1639.963593435038,3.2188415855343666,Registered,18.672197437407295,0,Medium,11,22,0,0,0.39431139706661505,5.245268329606105,Zone A,Unpaid,Occupied,Car,0,71.25692420377581,1,60.724060864968266,1.2,Standard,1.2800935553346142,3.758782315735965
2021-03-02 00:46:07.567567567,27,0.12351706872077611,2.5415106986783855,1903.8677268608244,2.769531980875541,Registered,26.850509268051855,0,Medium,13,13,0,0,0.021722598336025425,5.256202133103708,Zone B,Overdue,Vacant,Car,0,74.47788652587542,7,70.29252061158681,0.8,Compact,0.18021471631770947,2.737288244696182
2021-03-03 07:25:24.324324324,28,10.204908431870907,2.3959653062727795,1656.6751908053336,5.226684248494597,Visitor,25.996497864607928,0,Medium,5,23,0,1,0.2549449489445414,3.8207794180752574,Zone D,Paid,Occupied,Electric Vehicle,0,107.43259276066081,5,40.9055705331112,0.8,Standard,15.595859664154496,2.68924690101406
2021-03-04 14:04:41.081081081,10,0.10749432080130657,1.4253960483404247,1470.6254260671287,4.438442253669375,Registered,19.838615529486912,0,Low,0,3,1,0,0.1152029675283075,1.6080880613379434,Zone A,Paid,Vacant,Motorcycle,0,102.21381141093771,2,49.15807608961619,1.0,Standard,2.1151477563418912,5.498304916946052
2021-03-05 20:43:57.837837838,50,10.385288833020851,4.551046738293762,2181.7304161340644,4.446910183085867,Visitor,19.56457636928425,0,Medium,21,5,1,0,0.10406166189156638,0.04383271615356527,Zone C,Paid,Occupied,Car,0,107.76149346572768,2,44.73142192327411,0.8,Standard,4.356355830443422,-0.08903436460356229
2021-03-07 03:23:14.594594594,40,3.763818602347772,3.396259571431537,1766.7111366839677,5.695863839093786,Registered,29.39937274710504,0,Low,1,18,0,0,0.5935636271771894,35.144241697423496,Zone B,Paid,Occupied,Car,0,131.16810445212337,2,54.811950991375326,0.8,Compact,5.012569140308175,3.9793530746013848
2021-03-08 10:02:31.351351351,48,13.989959213963314,8.470852068374828,1672.123326301324,6.173442276632445,Registered,22.603780601793556,0,Medium,23,23,0,0,0.15600480925979324,28.735010073638634,Zone B,Paid,Vacant,Car,0,111.50699094362412,2,52.79895668981869,1.5,Standard,24.84099642317476,3.0626609966334684
2021-03-09 16:41:48.108108108,46,8.016862615115626,1.2738968464586402,1117.1086750384993,4.727455278638191,Registered,18.360967700617387,0,Low,10,3,0,0,0.11394598492701503,6.609711832043665,Zone C,Paid,Occupied,Car,0,108.18058796024991,1,41.2341601156529,1.0,Standard,10.753984736415216,4.885496864507627
2021-03-10 23:21:04.864864864,31,30.91097205423663,4.566023729367841,1113.5077147609386,4.659401293090139,Visitor,12.869909414397739,0,Low,2,2,0,1,0.322041647534774,53.08721962114954,Zone D,Paid,Occupied,Car,1,147.37432930389502,3,43.78856121010598,1.2,Oversized,0.414570818777233,4.893801400789255
2021-03-12 06:00:21.621621621,48,2.1593930842414184,7.43512918574623,1587.814644642556,5.500143033113884,Visitor,21.969366090823716,0,Low,9,19,0,0,0.48083390985930763,11.197981243497509,Zone A,Overdue,Occupied,Electric Vehicle,0,94.50431128399865,2,48.569794485056484,1.0,Standard,0.14921007343325046,5.689482575534089
2021-03-13 12:39:38.378378378,5,7.287626295557289,3.8608430429567573,1543.6563593304722,3.6430644303004245,Registered,24.146618862914313,0,Medium,5,5,0,0,0.09447467377958224,0.713429925818546,Zone A,Paid,Vacant,Car,0,147.67350761476405,6,62.30252981799207,1.0,Oversized,2.2260381890880323,6.231038046850917
2021-03-14 19:18:55.135135135,10,2.5702450131147043,2.5020854072411933,1315.7632304975052,5.223153054747697,Registered,16.841742377431782,0,Low,5,22,0,0,0.12348497921390435,1.252437718314043,Zone D,Unpaid,Occupied,Car,0,128.47767380312135,6,43.46209317629346,1.0,Standard,3.82977765641014,7.283594199228836
2021-03-16 01:58:11.891891892,3,3.2684365214259565,3.7874914129045654,1542.294809883618,5.551885971822154,Registered,21.456013775690163,1,Low,19,6,0,0,0.2942400230616854,24.78258921414458,Zone B,Paid,Occupied,Car,0,94.04149182086013,2,34.48640779103422,0.8,Compact,6.626642114855476,4.292697433720312
2021-03-17 08:37:28.648648648,17,4.937664538140577,8.023978291843818,1976.5880784130786,5.680230208417629,Registered,18.182133525424856,0,Low,20,13,1,1,0.6315198751416798,9.943933701884461,Zone B,Paid,Occupied,Car,0,116.09677682342968,5,63.03022630104241,1.0,Standard,18.191681527012467,3.6673524369109516
2021-03-18 15:16:45.405405405,20,10.34457032016195,8.021740995960691,1708.6207423650897,3.063247297497535,Registered,19.079838004004987,0,High,1,11,0,0,0.3035135654312956,18.526797546892915,Zone B,Paid,Occupied,Car,0,95.69598278363303,1,54.97293182133218,0.8,Standard,3.7807042652053373,6.705264453414305
2021-03-19 21:56:02.162162162,14,20.701985184206542,3.0376807214200388,1157.6974470741784,4.2386447301910595,Visitor,7.560889712188343,0,Medium,23,15,0,0,0.5656975822865379,22.8542959010342,Zone C,Paid,Occupied,Car,0,71.27209181709719,3,38.37113289877267,1.5,Standard,4.724662097442993,1.6820620842147074
2021-03-21 04:35:18.918918918,43,7.310985551696126,7.9288082452831805,1466.5473518571168,4.121736747176533,Visitor,18.891092981419323,1,Low,9,19,0,0,0.6420299221182524,5.941021861979564,Zone C,Paid,Vacant,Car,0,99.83921489756777,5,53.063428393704314,0.8,Standard,3.9948989034524454,6.514727062417764
2021-03-22 11:14:35.675675675,19,2.704420967955709,3.2746361963859307,1258.5100557442317,5.099886954409213,Registered,24.846846512040273,0,Medium,22,7,0,0,0.32838431446506366,0.49742867002218855,Zone D,Paid,Vacant,Car,0,70.65747340682977,2,58.11667362960001,0.8,Compact,0.09005766487813087,5.286045817493781
2021-03-23 17:53:52.432432432,15,2.7353478790951207,6.008982848908743,1383.6900250774318,5.480744579767984,Registered,16.84298722216721,0,Low,5,22,1,0,0.3767705822363964,2.0860025569818177,Zone B,Paid,Occupied,Car,0,104.6592950348984,2,50.937455203352414,1.0,Compact,31.055814954665287,5.898078971670753
2021-03-25 00:33:09.189189189,28,6.6890888798683275,4.9536488440915525,1375.915300311107,6.496710407445981,Visitor,20.26263184107658,0,Low,22,1,0,1,0.18452661377260854,0.6889139160310378,Zone A,Paid,Vacant,Car,0,116.00959678384103,0,63.62576860422064,1.0,Standard,1.4965599423653324,5.729934760516903
2021-03-26 07:12:25.945945946,8,1.3641456002979715,2.42068462390372,1356.7063252187984,4.505034519631927,Visitor,16.2202464665404,1,High,16,12,0,0,0.41957294066077505,2.0916649418362994,Zone B,Paid,Vacant,Car,0,95.66187010411076,3,55.55328147203905,0.8,Standard,3.392104515969521,5.27285994179873
2021-03-27 13:51:42.702702702,41,0.5853333479033074,1.4738762476511271,1123.4593884079816,4.502427501690786,Registered,21.802208381463863,0,Low,13,7,0,0,0.1415866582536039,5.285364154516373,Zone B,Paid,Vacant,Motorcycle,1,104.61914902110897,5,53.05495486072813,0.8,Standard,1.3846158561650403,5.354327521724793
2021-03-28 20:30:59.459459459,4,2.1895966579705823,7.5671356066177715,1461.703595544543,6.149672018878747,Registered,18.917384012319133,0,Low,4,20,1,0,0.1268491719144591,1.2578638904849444,Zone B,Paid,Occupied,Car,0,104.2878329657377,2,52.03884071759654,1.2,Standard,6.74410132864113,2.778823175357809
2021-03-30 03:10:16.216216216,50,1.69304553208913,9.006312222162494,1331.817708945807,5.296576938530305,Registered,15.303792296589965,0,Low,22,19,1,0,0.4509169341674394,1.8240145735233115,Zone B,Paid,Occupied,Car,1,116.886991745832,4,51.35894364186871,0.8,Standard,26.906934292748627,3.6974836306003507
2021-03-31 09:49:32.972972972,40,1.7570734486615278,4.48820112222989,621.1653929993196,6.267651511187974,Registered,26.66275733832564,0,Low,16,15,0,0,0.16768021529751131,5.902689509555464,Zone A,Paid,Vacant,Car,0,101.78951043728384,1,58.78068008979122,0.8,Standard,1.0613939404428998,8.554611403585184
2021-04-01 16:28:49.729729729,11,1.3303058297974837,3.2712500184372697,2115.891607350499,5.288728003009837,Registered,24.644660067661075,0,Low,1,3,0,0,0.3112703131543445,4.157744932521718,Zone B,Paid,Occupied,Car,0,93.70547384922959,4,48.50417905336149,0.8,Standard,5.8142142852950505,6.3457153753717375
2021-04-02 23:08:06.486486486,1,0.21502390468673663,1.121779069193317,1826.6308962650016,3.842883381286729,Registered,16.975466180359128,0,Low,8,15,0,0,0.39076577413443314,6.304693723279992,Zone B,Paid,Occupied,Motorcycle,0,115.97880790796776,3,59.49533267889979,0.8,Standard,0.22628960302111317,7.1212060051551385
2021-04-04 05:47:23.243243243,42,0.0901780141597453,7.436422247960092,1387.109782522501,3.6668716452221934,Registered,22.48894154708889,0,Low,11,19,0,0,0.1731158236047595,5.606673892526759,Zone C,Paid,Vacant,Car,0,103.17116371458671,5,53.11937625540629,0.8,Standard,14.735889260702745,4.309256364641733
2021-04-05 12:26:40.000000000,37,21.99988989556151,4.119585262982676,1505.6457149221794,3.448487750941071,Registered,22.687060014101903,0,Low,18,5,1,1,0.09949405575423456,10.341682200594605,Zone B,Paid,Occupied,Motorcycle,0,57.28886342935341,5,51.05562396738089,1.5,Standard,10.25063015316257,5.1587189353005725
2021-04-06 19:05:56.756756756,38,2.79109873446051,2.708535643498367,1148.5036958047315,5.662051834758473,Registered,23.21150617505588,0,Low,21,3,0,0,0.036005996836174115,27.676338001798268,Zone A,Paid,Occupied,Car,0,92.9942692121196,0,46.91962092358984,0.8,Standard,12.029688541431131,6.053388202933383
2021-04-08 01:45:13.513513513,40,2.425193637276589,6.127071818496473,2008.7168633432595,6.188596823087008,Registered,11.528720520024612,0,Low,6,15,1,0,0.1391470264482049,1.1413707102025825,Zone B,Paid,Occupied,Car,0,89.65657446087734,1,47.01312201583749,0.8,Standard,6.392962454276394,7.411414945766671
2021-04-09 08:24:30.270270270,4,5.691663243132235,0.925890168443563,2069.1866084319336,6.849362141386381,Visitor,25.03303270516314,0,Low,8,22,0,0,0.6510126073390348,1.0453879703794735,Zone C,Paid,Vacant,Motorcycle,0,102.94918480795093,3,53.19019518065176,1.5,Compact,23.81985826971195,4.6947259177594916
2021-04-10 15:03:47.027027026,19,1.2311262797046667,1.3601628836835231,1547.0081184739574,5.8431053323232405,Visitor,17.15150518537134,0,Medium,20,22,1,0,0.14102922059165787,19.160045891123488,Zone B,Paid,Occupied,Car,0,100.79981294928214,3,60.13103427229566,1.0,Standard,5.268829399874692,5.954134687418789
2021-04-11 21:43:03.783783783,6,14.97478126869888,1.8717664014966926,1807.0591932556035,6.162838577534986,Registered,18.210860332793665,0,Low,15,20,0,0,0.04467658056046121,7.0602313026344525,Zone B,Overdue,Vacant,Car,0,60.992820142127464,6,55.04399196575454,0.8,Standard,7.217217214070742,6.421393667977605
2021-04-13 04:22:20.540540540,45,7.716963909377931,4.844092706053473,1552.5860336801773,4.419983667346315,Registered,33.189408761300996,0,Medium,19,12,1,1,0.5582407707059253,14.54166533261194,Zone B,Unpaid,Vacant,Motorcycle,0,70.1655662309274,0,42.85527993614051,0.8,Compact,11.88392222006679,6.869819167266487
2021-04-14 11:01:37.297297297,32,0.46831819320503476,3.8188435434931884,1098.9823683372208,3.8435841832561435,Staff,21.50936690360506,0,Medium,10,4,0,0,0.11620493645829469,2.4260916250598084,Zone A,Paid,Occupied,Electric Vehicle,0,80.94279006388294,4,34.010726340578906,1.2,Standard,7.35137860008681,4.5967379195628215
2021-04-15 17:40:54.054054054,17,2.7028238701669487,5.255430084270765,1376.452989310903,5.850079332417553,Registered,18.06838762276412,0,Medium,11,14,0,0,0.38655514194367746,17.652883795589943,Zone C,Overdue,Occupied,Car,0,101.28910166455988,5,57.397581839774375,0.8,Standard,2.0990117972820914,7.563447079189729
2021-04-17 00:20:10.810810810,4,10.564714800704266,7.097929479446485,1539.578390031587,5.4176807522394,Registered,8.97352813622047,0,Low,14,7,0,0,0.04990729557129281,25.750058696018353,Zone A,Paid,Occupied,Car,1,121.47683655903204,1,76.82968275463645,1.0,Standard,3.813638186732822,2.1550838613926238
